Index,Review,Result,Aspect,Opinion,FOOD#STYLE&OPTIONS,FOOD#QUALITY,AMBIENCE#GENERAL,RESTAURANT#GENERAL,SERVICE#GENERAL,FOOD#PRICES,RESTAURANT#PRICES,LOCATION#GENERAL,RESTAURANT#MISCELLANEOUS,DRINKS#STYLE&OPTIONS,DRINKS#PRICES,DRINKS#QUALITY
#2720,thịt bò ngon thơm mềm dai dai nhẹ món bày trí đẹp tối biểu_diễn nhạc_cụ dân_tộc không_gian quán rộng_rãi trung_bình giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'neutral']",1.0,1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2721,thịt bò burger thịt bofusc thịt thơm mềm_vị thấm thớ thịt bánh chất_lượng trái_tim gắn đầu dễ_thương bánh burger thịt bò xịn giá_như_vầy hợp_lý chese ghé gian g thử nha,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2722,thịt bò ướp ngon lắm miếng bò hơi mỏng ăn_không sướng miệng lắm không_gian quán hơi nóng một_tí hơi khó_chịu nhân_viên nhanh_nhẹn quán đông đợi hơi phân tầm giá đồ tí tiền hai đi chi tầm giá no credit andy l,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'neutral'], ['AMBIENCE#GENERAL', 'negative'], ['SERVICE#GENERAL', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#PRICES']","['positive', 'neutral', 'negative', 'positive', 'neutral']",0.5,1.0,-1.0,-0.5,1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2723,thịt cá_hồi tươi thịt béo ăn_không ngon không_gian bày trí đơn_giản rộng_rãi nhân_viên phục_vụ hơi chậm trung_bình đi chi giá,"[['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'negative'], ['RESTAURANT#PRICES', 'neutral']]","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'negative', 'neutral']",-0.5,1.0,1.0,-0.5,-1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2724,thịt thịt heo bắp bò menu thịt b nhầm kèm rau rừng ngon sẩy ng rau nhưg cuộn thịt bánh trán phơi sương cộg rau chấm miếng mắm n chảy nước_mắt ngon mê_li nhà_hàng nh chi_nhánh b chi_nhánh cũg view đẹp một_chút nha thử,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2725,thịt dê ngon nêm miệng_ăn kèm nước_chấm tuyệt lẩu món xào không_gian rộng_rãi thoáng mát nhân_viên nướng thịt giúp phục_vụ nhiệt_tình trung_bình giá nha,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'positive', 'neutral']",1.0,1.0,1.0,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2726,thịt gà luộc chặt miếng trộn gỏi hành_tây ngâm chua bày mâm thay_vì chia đĩa ăm_ắp ngon vời bao no xôi d,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2727,thịt gà nấu chín mềm bở cà_ri sóng_sánh thơm_nức kèm bánh_mì giòn_rụm tình_cờ lang_thang đứng mùi thơm bơ cưỡng dgía hợp_lý thức_ăn ngon phục_vụ,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['RESTAURANT#PRICES', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'RESTAURANT#PRICES', 'SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#2728,thịt gà nướng thấm ngon sốt đi kèm gói cơm gỡ giống_xôi,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2729,thịt gà ngon da giòn gia_vị ướp xá_xíu ngon menu quán dày món hơi xíu không_gian quán thoáng bày trí bình_thường hưởng máy_lạnh lầu phụ_thu nhân_viên nhanh_nhẹn niềm_nở lắm hai giágiá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'neutral'], ['SERVICE#GENERAL', 'neutral'], ['RESTAURANT#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'neutral', 'neutral', 'neutral']",1.0,1.0,0.5,-0.5,0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2730,thịt heo quảng_ngãi thơm ngon rau_sống dưa_leo chuối_chát chấm chén mắm_nêm ngon chất_lượng xài gòn thưởng_thức thịt heo uống chai thạch_bích,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['DRINKS#QUALITY', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'DRINKS#QUALITY']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0
#2731,thịt kho đậm_đà cá_chiên giòn món xào ngon canh chua xuất_sắc,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2732,thịt luộc rau rừng bánh_tráng phơi sương trảng bàng ngon có_giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2733,thịt mềm đậm_đà ngon star,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2734,thịt mềm lớp vỏ giòn mặn e idi,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2735,thịt mềm pate thơm khô rau kèm hợp,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2736,thịt mềm vị đậm_đà,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2737,thịt nêm nếm ngon vẻ hơi dai pate xíu_mại bình_thường quán rộng thoáng nhân_viên vẻ thân_thiện nhiệt_tình lắm giá đắt giá,"[['FOOD#QUALITY', 'neutral'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'negative'], ['RESTAURANT#PRICES', 'neutral']]","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['neutral', 'positive', 'negative', 'neutral']",-0.5,0.5,1.0,-0.5,-1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2738,thịt nguội ngon bắc pate mịn thơm cảm_nhận độ béo gan quán hơi xíu tù_túng phục_vụ nhiệt_tình xe miễn_phí giá chua giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'neutral'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'positive'], ['RESTAURANT#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'RESTAURANT#PRICES']","['positive', 'positive', 'neutral', 'positive', 'positive', 'neutral']",1.0,1.0,0.5,-0.5,1.0,-0.5,0.5,-0.5,1.0,-0.5,-0.5,-0.5
#2739,thịt lắm c,"[['FOOD#STYLE&OPTIONS', 'positive']]",['FOOD#STYLE&OPTIONS'],['positive'],1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2740,thịt nướng đầy_ắp thịt chấm nước_mắm bưng nóng_hổi thơm_phức hà_tag,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2741,thịt nướng ngon dã_man nhoa,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2742,thịt nướng ngon xuất_sắc thịt săn ướp thơm phảng_phất tương chấm quán bá cháy bọ_chét vị kiểu chả ướp ngũ_vị hương tầm_thường nhen giá phải_chăng_nữa nhâm_nhi ăn_chơi chuyên nhe,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#PRICES', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#2743,thịt nướng vị bàn ngon tuyệt nước_chấm giá suất mắc tóm tuyệt_vời mặt_trời,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'neutral', 'positive']",1.0,1.0,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2744,thịt nướng siêu ngon chả_giò nem cung ngon kém no ngon ghé minh thử món bánh_khọt,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2745,thịt nướng thơm ngon độc_đáo,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2746,thịt nướng xong òi măm d nguyệt hỷ nướng kiểu bình_dân gia_vị ướp bình_thường đám ăn_ở hồi đi hoc họp_mặt quán đông tuần cao_điểm chẳng bàn đi tầm sân ngộp ngộp,"[['FOOD#QUALITY', 'neutral'], ['RESTAURANT#GENERAL', 'positive'], ['AMBIENCE#GENERAL', 'neutral']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL', 'AMBIENCE#GENERAL']","['neutral', 'positive', 'neutral']",-0.5,0.5,0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2747,thịt chất_lượng miếng to ướp đậm_đà vừa_miệng cộng quán sốt me chua_cay chấm vô_cùng ngon lạ_miệng giá quán nướng đi đông rẻ liên_hoan giá no căng,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#2748,thịt cx bình_thường h hàng ngon sốt ú chả ngon cx gói dần kiểu đi mua sốt mua thịt,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2749,thịt_thà đậu dồi ngon mắm_tôm hơi mặn tạm,"[['FOOD#QUALITY', 'neutral']]",['FOOD#QUALITY'],['neutral'],-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2750,thịt thơm mềm ngon giá hạt dzẻ phu_hợp sinh_viên tám không_gian thoáng mát sạch_sẻ,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#PRICES', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['AMBIENCE#GENERAL', 'positive']]","['FOOD#QUALITY', 'RESTAURANT#PRICES', 'RESTAURANT#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive', 'positive']",-0.5,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#2751,thịt vịt luộc đơn_giản ngon cực d,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2752,thịt vịt mềm thơm chấm mắm gừng ngon lắm cháo đi kèm gỏi xong no căng quán khu mát sạch_sẽ phục_vụ thân_thiện hơi chậm đông cháo lẫn vịt giá giá credit pé xíu,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'neutral'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'neutral', 'neutral']",1.0,1.0,1.0,-0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2753,thịt vịt ướp thấm hương_vị đậm_đà thịt nướng vàng ươm kèm bánh rau sốt hề ngấy tí ghiền nha,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2754,thố ếch to thố ếch quán cháo trắng cháo lá dứa cháo hành quán kiểu cháo ếch sing cháo trắng lai vị ướp hơi ngon_miệng ếch thịt dai ngon vị nêm ok lắm gia_vị nhập sing phục_vụ lịch_sự xong món bếp nhấn chuông phục_vụ,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2755,thố vị sate hơi cay the th một_tẹo hình_như thố ếch lun í ếch bự chà bá_lửa đùi bự thịt tươi dai lắm nha giá giá cháo gọi k tô thố tô_cháo no khoẻ một_mình,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2756,menu giá rẻ mấy ngang tầm_tầm cửa_hiệu ly cỡ s ngờ bé ly koi thé bé hơi thất vọnglớp kem ngon béo ngáy thơm uống trà hợp gọi trân_châu trắng dẻo giòn kiểu gongcha nốt trân_châu k uống li bé tí đi hơi ngánview xinh rộng_rãi trông cửa_hàng nằm hơi thụt vô kiếm coi_chừng đi trớt chỗ gà,"[['RESTAURANT#PRICES', 'neutral'], ['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['LOCATION#GENERAL', 'neutral']]","['RESTAURANT#PRICES', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'LOCATION#GENERAL']","['neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral']",0.5,1.0,1.0,1.0,-0.5,-0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5
#2757,thời_tiết dạo se lạnh mưa lạnh món nóng nổi tuyệt cú_mèo lun chua chua_ngọt cay sụt_sịt húp woài ta ak,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2758,xong phát_hiện chỗ chuyên món hàn giá rẻ hạt_dẻ như_vầy quyết cmn định ghé thường_xuyên ăn_theo set rẻ ngon lắm nằm trung_tâm,"[['RESTAURANT#PRICES', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive'], ['LOCATION#GENERAL', 'positive']]","['RESTAURANT#PRICES', 'RESTAURANT#GENERAL', 'FOOD#QUALITY', 'LOCATION#GENERAL']","['positive', 'positive', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5
#2759,thơm,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2760,thơm cay ngon chấm trái_cây rau củ quảướp cá thịt nướng ngon bá_cháy,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2761,thơm ngon miếng ngan đậm thịt đậm vị thịt tủ chật_cứng mười mấy ngan to_đùng nồi nước_dùng xương bún miến cổ cánh ngan chặt măng tiết giá_trần đi kèm ngon cưỡng nổi tiếc quán h chiều tối trưa thưởng_thức thèm chẹp chẹp,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'negative']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#MISCELLANEOUS']","['positive', 'positive', 'negative']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5
#2762,mua tặng áp_dụng miếng gà xương miếng gà xương minh gà cay gà phô_mai gà phô_mai sốt phô_mai ngon cà cay cay mua gà phô_mai k miếng đặt_hàng chờ phút gà,"[['RESTAURANT#PRICES', 'positive'], ['FOOD#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive']]","['RESTAURANT#PRICES', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']",-0.5,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#2763,thức_ăn dở bò nguội thịt dai nhai nhai giẻ rách dĩa rau lèo_tèo cọng khoai_tây chiên nhão nhẹt ghê phục_vụ bê_bối kêu réo nhắc_nhở mấy lò_mò đồ hai ly uống cục đá tiền tiền đá tiền mượn ly lạ quán dở tệ thức_ăn dở phục_vụ tệ đông nhỉ_v,"[['FOOD#QUALITY', 'negative'], ['FOOD#STYLE&OPTIONS', 'negative'], ['SERVICE#GENERAL', 'negative'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['DRINKS#PRICES', 'negative'], ['RESTAURANT#GENERAL', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'DRINKS#STYLE&OPTIONS', 'DRINKS#PRICES', 'RESTAURANT#GENERAL']","['negative', 'negative', 'negative', 'negative', 'negative', 'neutral']",-1.0,-1.0,-0.5,0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-1.0,-0.5
#2764,thức_ăn ngon giá_cả ok không_gian thoáng mát phục_vụ dễ_thương mặc_dù đông thức_ăn phục_vụ mê món chả_giò ns lắm lắm,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#PRICES', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'RESTAURANT#PRICES', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#2765,thực_đơn món mề_gà vú heo bạch_tuộc ba_rọi nướng quyền đặt_hàng bắp đậu_bắp món kèm ưu_điểm nướng gram món nướng chấm_kèo chao muối_tiêu xanh phục_vụ tận_tình chu_đáo giá gr dao_động trung_bình_giá no căng,"[['FOOD#STYLE&OPTIONS', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'neutral']]","['FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'neutral']",1.0,-0.5,-0.5,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2766,thực_đơn đa_dạng món ngon ngừoi niêu cơm nấu niêu đất hạt cơm dẻo thơm hẳn nấu nồi điện quán nho_nhỏ cảm_giác ấm_cúng thích_hợp ăn_uống gia_đình giá_cả bình_dân đồ chất_lượng món tầm giá trở,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#2767,thực_đơn đa dạngmình món đem thanh_toán quán không_gian rộng đông cực kìnhưng phục_vụ lắmđồ ngonhưng vệ_sinh ok lắm,"[['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'neutral'], ['RESTAURANT#GENERAL', 'positive'], ['SERVICE#GENERAL', 'neutral'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY']","['positive', 'neutral', 'positive', 'neutral', 'positive']",1.0,1.0,0.5,1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2768,thực_đơn ếch giá ếch giá ếch giá gia_vị cay caygiá bao_gồm chén cháo trà_đá,"[['RESTAURANT#PRICES', 'neutral']]",['RESTAURANT#PRICES'],['neutral'],-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2769,thuyền cá sống cá_hồi cá_ngừ cá_trích ép trứng bạch_tuộc cá trắng trứng tôm trứng_cá_hồi lát cá cắt dày thịt cá tươi ngon nguyên độ đàn_hồi thưởng thuyền tiền ghê x,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2770,tiệm bánh nhỏ_xíu nằm khép_nép vỉa_hè hơi chút cũg k yêu báh vị giòn nhẹ béo vị phô_mai th k bonus c bánh cực_kì dthstar hiếu_khách tag,"[['LOCATION#GENERAL', 'neutral'], ['FOOD#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive']]","['LOCATION#GENERAL', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['neutral', 'positive', 'positive']",-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
#2771,tiệm hơi bé tầm chiều vắng xíu sạch_sẽ thoáng lắm nhe,"[['AMBIENCE#GENERAL', 'neutral']]",['AMBIENCE#GENERAL'],['neutral'],-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#2772,món sợi nam quốc_cang nha miến xào giá hình_như giá or giá miến dai dai tôm to cua trứng vừa_miệng dĩa giá tích_cực tag tag tag tag tag tag tag tag tag tag tag tag tag tag tag tag,"[['FOOD#PRICES', 'neutral'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['neutral', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
